p_m=Param m,p_s=Param s,n=Gen (#),t=Time (s),m=Mass (mg),g=Growth (mg/s),r=Gyradius (mm),d=Mass-growth distance (mm),s=Speed (mm/s),w=Angular speed (deg/s),m_a=Mass asymmetry (mg),x=X position(mm),y=Y position(mm),l=Lyapunov exponent,k=Rotational symmetry,w_k=Rotational speed
0.231,0.0565,735,139.875,19.89213029733622,7.251228259097332,2.275205192337553,0.6726702988288701,0.05585791784463829,-123.82524198457304,1.0714935573414892,-26.434255290477324,119.06185538064064,0,0,0
0.231,0.0565,736,140.125,19.927695600002448,6.972666381234162,2.277109986903685,0.6360732724997288,0.15379119143998846,-39.37847504578713,0.8326892083668236,-26.464569715468794,119.83021356518137,0,0,0
0.231,0.0565,737,140.375,19.988340763188194,6.619942147330705,2.2811369337441363,0.6403902403603144,0.07729685567275664,-1.418845571618931,0.8964887504151465,-26.48219653316072,120.21629567137178,0,0,0
0.231,0.0565,738,140.625,20.00913184771941,6.346364873283135,2.281645174183832,0.6395651387637291,0.18611385616631984,-5.196680551991449,0.94426155082994,-26.54570383555434,121.14469537460855,0,0,0
0.231,0.0565,739,140.875,20.042167350114237,6.215216270453598,2.283090074737875,0.6370325792917374,0.2083316194752921,-0.8861868618259905,0.9762405864203287,-26.620810333815406,122.18364224800916,0,0,0
0.231,0.0565,740,141.125,20.060448241264616,6.154899997965356,2.2830817128992047,0.6264896216966549,0.1908945572519769,-0.9479351674617646,1.0022618454772032,-26.69356748912555,123.13533794310392,0,0,0
0.231,0.0565,741,141.375,20.087483981876723,6.138394240439263,2.2832075759101547,0.605275933604625,0.18851256821170997,-9.515722904690392,1.0058280487470166,-26.804365151362276,124.0713660342354,0,0,0
0.231,0.0565,742,141.625,20.1399344604558,6.084322015463525,2.283667975152486,0.5788725172012981,0.2038996067255521,-4.150187116199959,0.9909003292136083,-26.942519541326966,125.08145989378724,0,0,0
0.231,0.0565,743,141.875,20.215726398458848,6.081574459882392,2.2843872719857763,0.5363041670981075,0.25416624630029133,12.970324404562689,1.0779628240111447,-27.043237317621696,126.3482937220764,0,0,0
0.231,0.0565,744,142.125,20.271584238495283,6.1058476284026595,2.2830293029696462,0.4858316926186911,0.24230674063206678,1.635672021418486,1.0846877441657239,-27.13063371103105,127.55667105731256,0,0,0
0.231,0.0565,745,142.375,20.348746234512024,6.212487674312885,2.2810358444786405,0.42177404283666736,0.23256542054335014,3.2351921161575774,1.0824022814382055,-27.198136821221436,128.71753719986614,0,0,0
0.231,0.0565,746,142.625,20.451815854383877,6.501837002403891,2.2790728378857406,0.349428921880039,0.21520350430580987,9.265518143506142,1.0821505374195477,-27.21713298983461,129.79338702777687,0,0,0
0.231,0.0565,747,142.875,20.576422480604496,7.024046412398784,2.2764511246578345,0.2845705247193701,0.17912292659282442,6.8070514439787075,1.0463678824527323,-27.20634440505664,130.68893667867175,0,0,0
0.231,0.0565,748,143.125,20.69013661929975,7.653230365262408,2.2723654430853895,0.33704772049414106,0.10203278869117641,19.109043422281957,1.1684108067212013,-27.157735741023675,131.19677961402027,0,0,0
0.231,0.0565,749,143.375,20.830208595192516,7.899235637720287,2.2710332835828067,0.3939987225937329,0.09893852312262023,13.680583255852525,0.9899391719569053,-27.08130735295497,131.6855326042304,0,0,0
0.231,0.0565,750,143.625,20.972168664324062,7.860353688404925,2.2711093411307752,0.41361124289237805,0.015300636563055954,95.65110504535915,-0.45483696787552846,-27.039864518290603,131.74983834608796,0,0,0
0.231,0.0565,751,143.875,21.097496099056656,7.814497487663586,2.270929583068443,0.41632751084935854,0.015728735324093055,-132.76360281324605,1.0091064773554956,-27.040400532129972,131.82848019602517,0,0,0
0.231,0.0565,752,144.125,21.222238561860795,7.806841141790557,2.2707039583363646,0.40896725174306203,0.01802295925829246,-24.434727728033522,1.0767957520943947,-27.0506005623901,131.91801586429958,0,0,0
0.231,0.0565,753,144.375,21.351000647063575,7.785666464114074,2.270830392460419,0.39898558527585515,0.016239849752685342,12.441639469815073,0.9736259094133334,-27.05540033293901,131.99907312925728,0,0,0
0.231,0.0565,754,144.625,21.470101422683566,7.750095342875023,2.2717814656261215,0.39101877063884843,0.013947481454771446,74.56827362506783,0.2857996169664102,-27.037053365294536,132.0663538453023,0,0,0
0.231,0.0565,755,144.875,21.58276999263606,7.686876933777318,2.2731855563140604,0.39456728027441973,0.09417996038479642,-45.22140787521175,0.9766476358117393,-27.004631985681264,132.53613621789202,0,0,0
0.231,0.0565,756,145.125,21.702794274639796,7.7051583092384295,2.274900099309143,0.41616332613924445,0.018616001226895457,151.09680019365214,-1.4635224311988282,-26.942685503372036,132.60560938444937,0,0,0
0.231,0.0565,757,145.375,21.813661704167476,7.807446668439407,2.2773389771897143,0.4411146487582964,0.015935919276761672,78.79403113652506,-1.7004426678994378,-26.872714440826662,132.64372615879032,0,0,0
0.231,0.0565,758,145.625,21.92773968656596,7.951002744685277,2.2805635962842232,0.4747092676167207,0.02168423143058496,80.05458588230931,-1.1293223613537111,-26.765502648024807,132.6598748058727,0,0,0
0.231,0.0565,759,145.875,22.053098708044523,8.168516547616035,2.2846464922375858,0.5093768031008102,0.028469973297499448,34.72980809157389,-1.1061530056017637,-26.6231530769886,132.65958478032854,0,0,0
0.231,0.0565,760,146.125,22.17055475914708,8.296954436249285,2.2894828464169894,0.5345285330834685,0.030902285614850127,5.119856333195457,-0.8932677785592182,-26.46868755494141,132.65581862788434,0,0,0
0.231,0.0565,761,146.375,22.325856540401038,8.127887536881504,2.2946236954886685,0.5349931892618973,0.02006905540721755,320.7052323504613,-1.066631269963425,-26.453982048179988,132.55655673844868,0,0,0
0.231,0.0565,762,146.625,22.310406195253726,7.952620580407899,2.299073460633401,0.5219900610066386,0.03890950641069239,-508.2331156173668,-1.5279448525550856,-26.317586214970998,132.69528279552276,0,0,0
0.231,0.0565,763,146.875,22.319131153708085,8.008302108360148,2.3033435864454614,0.533897416422024,0.02147084907446094,-7.714916402618201,-1.5365815456733207,-26.244940017969803,132.77432369671143,0,0,0
0.231,0.0565,764,147.125,22.33118922454371,8.038152711184418,2.3077704279354943,0.543135916549896,0.018565208414910054,28.19147801825784,-1.366332143472241,-26.17421387986491,132.83444430445948,0,0,0
0.231,0.0565,765,147.375,22.347726153540307,7.987073487818426,2.312495878500004,0.551570861350045,0.01760168082648041,24.907375275560298,-1.6283445547046176,-26.101371461088167,132.8838352067056,0,0,0
0.231,0.0565,766,147.625,22.360547600182308,7.96893899354816,2.317591471354159,0.5643896466038552,0.015329945277847357,-4.867234037904836,-1.5948977165547398,-26.03885813302531,132.92818906076644,0,0,0
0.231,0.0565,767,147.875,22.380291237233983,7.965080966788714,2.3227775065295684,0.5767715650097174,0.011269364416494615,-40.968498179492144,-1.5802286547704716,-25.999433076783074,132.9684461011332,0,0,0
0.231,0.0565,768,148.125,22.410295990370077,8.001814479595529,2.3275518098815757,0.5684401685370309,0.07639630465221718,160.49058005962252,-0.8142399388936223,-25.61919454812721,133.00489531838798,0,0,0
0.231,0.0565,769,148.375,22.45416762935192,8.129029744773035,2.3316902757787346,0.5433927000687893,0.05296536486508604,-292.1703259662879,0.43389970944092054,-25.566478811447666,133.26442238439193,0,0,0
0.231,0.0565,770,148.625,22.59611478728493,9.037936682453154,2.3394058641762303,0.37388773031553246,0.018519154615091748,-477.3217335450804,1.717089134565083,-25.65461793172388,133.23604153401044,0,0,0
0.231,0.0565,771,148.875,22.792186584052157,10.40418287035341,2.349191308996536,0.241923748527197,0.025484102315513166,57.10105103961996,0.5090720054590452,-25.781790718819824,133.22809993511987,0,0,0
0.231,0.0565,772,149.125,22.836141257493974,9.326926378607768,2.353555224719416,0.4458620321119862,0.016867960332789294,518.5946137085734,-1.2484595207022608,-25.732127365903324,133.29626703511545,0,0,0
0.231,0.0565,773,149.375,22.980214735976148,10.14833733784924,2.3588900056911095,0.37487380639044393,0.008197324161052367,-122.83625029841346,0.8909107238149317,-25.72829421119536,133.33707401993445,0,0,0
0.231,0.0565,774,149.625,23.160583616209113,10.878035090101335,2.3634190568643483,0.3946430426761206,0.01970872031379343,202.08116437697572,-1.9048847591482263,-25.646707130504964,133.39234055297754,0,0,0
0.231,0.0565,775,149.875,23.43947661910088,12.007628867741891,2.367954249573629,0.40198668591453096,0.02991359455147459,15.240740987407207,-2.0838527176356365,-25.51757510235145,133.46780907475787,0,0,0
0.231,0.0565,776,150.125,23.776130728848113,12.675209423115412,2.371160872355506,0.36384694952549335,0.028108958063561253,-106.68931826385324,-1.056068129386988,-25.440978712775365,133.58564723152122,0,0,0
0.231,0.0565,777,150.375,24.198469933934213,13.388488185836497,2.3747909316299647,0.34862827187474993,0.031193740679450764,-36.95290541282611,-0.41533195974351655,-25.378072689403968,133.7283674776779,0,0,0
0.231,0.0565,778,150.625,24.640851909697886,13.473980233067731,2.3782218561095188,0.36087707838623945,0.039345563737151694,-2.2418559887987612,-0.4861468002453489,-25.30049219537939,133.90915216063462,0,0,0
0.231,0.0565,779,150.875,25.059276122527336,13.392330725917864,2.3808447595835784,0.38454137141993555,0.0455577484175979,-21.253471497592727,-0.4315050734176043,-25.230433089296586,134.12589955433728,0,0,0
0.231,0.0565,780,151.125,25.459553755486468,13.49635171451054,2.3833863350289453,0.3810819850442159,0.10781867752514253,-48.796911093882954,0.5457520580830305,-25.176767595554487,134.66231515381514,0,0,0
0.231,0.0565,781,151.375,25.87080180680109,13.314122556510151,2.3856356016889726,0.4040797510029785,0.040750633998352076,-105.35138254555477,1.6825439420535486,-25.248538732193758,134.8530093021973,0,0,0
0.231,0.0565,782,151.625,26.19284826837458,13.284516675739331,2.389918040364169,0.4405495867334478,0.06497375736619106,39.086078878523494,1.3489273740789691,-25.309709358220722,135.1720671075688,0,0,0
0.231,0.0565,783,151.875,26.53546261534286,13.10295233849635,2.3948522122078293,0.47644087450756484,0.11442652178180415,-10.135150706983495,1.4370862939672566,-25.4421735053022,135.7286540027748,0,0,0
0.231,0.0565,784,152.125,26.881132356086255,12.951284644777987,2.3997909721124158,0.5184056621339538,0.06528360619560702,-149.55904615794043,1.0230272086269974,-25.69504562520134,135.93506238905135,0,0,0
0.231,0.0565,785,152.375,27.17351560500884,12.065514028392112,2.4032053448734243,0.40353518288650914,0.047203881541089655,46.06379931569336,2.1911621880823575,-25.84441081449839,136.11780592803396,0,0,0
0.231,0.0565,786,152.625,27.476183969070597,12.03236056536719,2.40671240650317,0.2977373703321552,0.07774082894940285,103.21345152180947,1.3380097009567544,-25.934871201611745,136.49583744855414,0,0,0
0.231,0.0565,787,152.875,27.74379508358878,11.937533778132337,2.4097251911540742,0.2783873493163403,0.027451631201932555,-103.4090431252157,2.0601414473239106,-26.021825871101655,136.60203861071855,0,0,0
0.231,0.0565,788,153.125,28.018498298166634,11.879710732035822,2.4131187723500123,0.3056775485840405,0.03389608704324407,58.98960324029167,1.8016550392270618,-26.092275906088506,136.75618273318656,0,0,0
0.231,0.0565,789,153.375,28.26971237232402,11.831415284725091,2.4167725742576796,0.32156833362054477,0.02998276298263047,27.239932043306,1.3816441473392138,-26.13798504533831,136.89895817396985,0,0,0
0.231,0.0565,790,153.625,28.49860061549779,11.746898092361857,2.42069839298425,0.3104061678932641,0.02581319167107861,14.996891611738192,1.1105727162770882,-26.169215685351077,137.02418863644039,0,0,0
0.231,0.0565,791,153.875,28.729542505780707,11.723598946076686,2.4254004727628597,0.27208232084963324,0.04369669910296066,-1.7319332403371845,1.1373085606412132,-26.223683553881273,137.23577381812888,0,0,0
0.231,0.0565,792,154.125,28.962373017707986,11.790345249297463,2.4311261464998357,0.2261305361091873,0.022025554479556973,-147.1349736995212,0.49718804516089676,-26.30953417255355,137.30475060789823,0,0,0
0.231,0.0565,793,154.375,29.186092520077217,11.93563563731416,2.4365931271698735,0.20011467368025132,0.03197203995847207,2.2841123541215893,0.47576874030499766,-26.433149877582593,137.40611352492326,0,0,0
0.231,0.0565,794,154.625,29.3678657307145,12.112607936573825,2.4413669509595155,0.2129158781277121,0.03452363216355537,80.04373949826413,1.781283394225079,-26.52111781977112,137.55463514150222,0,0,0
0.231,0.0565,795,154.875,29.497943681444763,12.150780620693231,2.4462933230128288,0.27035476982840023,0.040902173954679516,55.93456039686498,1.0973430885149378,-26.57972962241031,137.7505671512578,0,0,0
0.231,0.0565,796,155.125,29.56894582945486,12.062432709602717,2.4517523693632537,0.34511929934785196,0.04551320947284487,32.39538402448079,0.5947876638971706,-26.61358351144593,137.975600971183,0,0,0
0.231,0.0565,797,155.375,29.625759103969628,12.235032762658948,2.45801316941429,0.38947604185767676,0.049871526978110294,35.749796511877776,-0.05136204072009605,-26.611920672314298,138.22495306169807,0,0,0
0.231,0.0565,798,155.625,29.667265749697844,12.547188937781602,2.464516039613049,0.408455736305548,0.07052228500716953,-10.400166786457703,0.0317880314990316,-26.625567115457613,138.57730032173475,0,0,0
0.231,0.0565,799,155.875,29.6914474521248,12.496431072473767,2.4717083631951984,0.41021444588053574,0.05926040738502792,-108.34678805881595,1.5492896136616081,-26.770593145921413,138.8356844303287,0,0,0
0.231,0.0565,800,156.125,29.71589222268483,12.582165545234538,2.4780885290256425,0.422390729306481,0.0557265091405259,-25.242078673830292,1.367378914922299,-26.9328515660548,139.06219778671317,0,0,0
0.231,0.0565,801,156.375,29.843108963102345,12.675857879372431,2.4807002241699996,0.4158786390060882,0.06491063821936345,75.83525486871213,0.8498384105322703,-27.025878568816722,139.37313307034668,0,0,0
0.231,0.0565,802,156.625,29.871308867882846,13.03114773170581,2.4906914953030412,0.4124020312180251,0.17193092709485294,-220.49203044753904,1.5672317368507425,-27.842429731330274,139.64192721330772,0,0,0
0.231,0.0565,803,156.875,29.94793814097513,13.702159473224516,2.498842303017071,0.38980070709785325,0.038357120063118186,105.96091802658066,0.41552581282081974,-27.978725271536934,139.77685401645738,0,0,0
0.231,0.0565,804,157.125,30.048357603571535,14.587127639657323,2.5067162743343245,0.31624057731126226,0.029172840848777522,81.93526789760244,1.093131345868519,-28.03992062536797,139.90926056746298,0,0,0
0.231,0.0565,805,157.375,30.177671514182418,15.196843860912827,2.515130724097009,0.2629321794847029,0.16257548019051835,-229.5429425820339,2.173469697785788,-28.84525993588828,140.01970631844557,0,0,0
0.231,0.0565,806,157.625,30.318565947718483,15.509260665867325,2.524702178910232,0.17896693230596356,0.07414246718125202,291.59815425937404,-0.00933599296104603,-28.905114342890606,140.38555476514924,0,0,0
0.231,0.0565,807,157.875,30.461869927472634,15.651608535951723,2.5348344535573357,0.12726257402346663,0.03260673974411898,14.455540167589334,-0.3898256825801036,-28.921243493660384,140.5477886623901,0,0,0
0.231,0.0565,808,158.125,30.559147101751716,15.795466932479718,2.5441490778566713,0.11905400153876343,0.02728688934580563,44.26477345427611,-1.4726291266878888,-28.908431011078335,140.68362017031203,0,0,0
0.231,0.0565,809,158.375,30.6314454740005,15.82496206418146,2.553859334329613,0.09208081765163181,0.02451149471478112,39.85577902520117,-2.73579340397328,-28.875983092360727,140.80180420857317,0,0,0
0.231,0.0565,810,158.625,30.708533563343227,16.11191336310419,2.5644713659497453,0.01209206532191427,0.022580121720545847,79.44757973784044,-2.1902073758336793,-28.810880357550687,140.89404401203743,0,0,0
0.231,0.0565,811,158.875,30.83220920280153,16.73331670801028,2.5770240545416674,0.12181405127569046,0.03036441076666033,105.38921426018578,-1.089681554108795,-28.67737860665627,140.966343517833,0,0,0
0.231,0.0565,812,159.125,31.060359658973457,17.87171169082135,2.594379510216486,0.27510415991766407,0.06287031049959091,98.52340492116173,-1.9806153608195791,-28.363720877836197,140.98721760965296,0,0,0
0.231,0.0565,813,159.375,31.02916939230733,15.718331111652006,2.6046996521743853,0.43275866254237005,0.05376556884877087,337.65157077594085,-0.05350890679043005,-28.319839502002598,140.72199537322518,0,0,0
