p_m=Param m,p_s=Param s,n=Gen (#),t=Time (s),m=Mass (mg),g=Growth (mg/s),r=Gyradius (mm),d=Mass-growth distance (mm),s=Speed (mm/s),w=Angular speed (deg/s),m_a=Mass asymmetry (mg),x=X position(mm),y=Y position(mm),l=Lyapunov exponent,k=Rotational symmetry,w_k=Rotational speed
0.231,0.0565,90,11.25,37.70115937678056,22.848522202095854,2.606754663749288,0.053061060288095326,0.030460277436023853,46.89758518316739,-1.140628239686621,-1.5826775132208781,11.95049727018847,0,0,0
0.231,0.0565,91,11.375,37.78251688614896,22.936343941706614,2.6090954217979805,0.06539950346302777,0.033532203351676566,46.068647948195576,-1.189568353948009,-1.502397161333883,11.926359763357526,0,0,0
0.231,0.0565,92,11.5,37.86462756606669,23.052888228654446,2.6113263451182993,0.08882837512351076,0.03839832250411575,42.04630516430643,-1.3107539072720875,-1.4133851192837987,11.890414649786456,0,0,0
0.231,0.0565,93,11.625,37.94785028126386,23.10798862085263,2.613395528861658,0.11070110174596846,0.03979193553430491,23.430080310216,-1.5304855054333826,-1.3231662394804578,11.84850054641039,0,0,0
0.231,0.0565,94,11.75,38.03174822066092,23.000204784910082,2.6151496978482207,0.12142718114868911,0.03947201354412476,16.69439001905721,-1.6302470261087683,-1.235246025607593,11.803692231610322,0,0,0
0.231,0.0565,95,11.875,38.108463634749725,22.77335632112802,2.6165378385035893,0.12243090263191045,0.03714180420790332,-3.567414113792438,-1.6113918463060621,-1.1521904931143478,11.762174299988825,0,0,0
0.231,0.0565,96,12.0,38.17635666113539,22.46985656903022,2.617620257445444,0.11771521763552721,0.034196064363805075,37.59022303449456,-1.6285325879612105,-1.0791104435498,11.717813574476525,0,0,0
0.231,0.0565,97,12.125,38.240037688358946,22.15530693070361,2.618533376614039,0.11493205876328515,0.032368143070002575,5.703560026984633,-1.590085149209758,-1.0104646518719749,11.674966642600653,0,0,0
0.231,0.0565,98,12.25,38.302468266889036,21.843246699747123,2.6193748948817266,0.11675086427513877,0.031015360219719346,12.558006449055938,-1.4408338276052586,-0.9458371925316328,11.632123964591967,0,0,0
0.231,0.0565,99,12.375,38.36127475870009,21.549314811248927,2.6200218692008295,0.12265106798289616,0.028337806570702558,-2.4096491082163993,-1.4933056201297494,-0.8865840517330459,11.593290849686724,0,0,0
0.231,0.0565,100,12.5,38.41844933728543,21.320686755807102,2.620539030374314,0.1336016512478795,0.02813350912529533,21.54788296170591,-1.1251445391846915,-0.8296348011234848,11.552015888110079,0,0,0
0.231,0.0565,101,12.625,38.473181741346686,21.131847169706976,2.621018574162188,0.14739814007581634,0.02590623470980261,9.804706014485419,-0.9300427044952062,-0.7780190423002881,11.512895629019017,0,0,0
0.231,0.0565,102,12.75,38.527755206935744,20.989394408718837,2.6215150901461355,0.1619340861701582,0.02257204960909909,18.40890089108325,-0.58877795562742,-0.7344511715624054,11.47703200487714,0,0,0
0.231,0.0565,103,12.875,38.5832312440049,20.887527325759137,2.621864932808283,0.177778723552933,0.020551734584935057,32.010648360478626,-0.20357918508271722,-0.6971581044442763,11.441689914386723,0,0,0
